Participant;Data
Testie1;Time;State;Player Position X;Player Position Y;Player Position Z;Monster Position X;Monster Position Y;Monster Position Z;CurrentDeath
Testie1;0:13:598;Game;7.200031;-3.47;23.96831;7.130001;-3.171168;78.16;0
Testie1;0:13:732;Game;7.722903;-3.47;23.86335;7.130001;-3.171168;78.16;0
Testie1;0:13:898;Game;8.368836;-3.47;23.69895;7.130001;-3.171168;78.16;0
Testie1;0:14:065;Game;9.005202;-3.401531;23.50002;7.130001;-3.171168;78.16;0
Testie1;0:14:231;Game;9.635559;-3.681128;23.28346;7.130001;-3.171168;78.16;0
Testie1;0:14:398;Game;10.26486;-3.970003;23.06308;7.130001;-3.171168;78.16;0
Testie1;0:14:531;Game;10.76819;-3.970003;22.88682;7.130001;-3.171168;78.16;0
Testie1;0:14:698;Game;11.3975;-3.970003;22.66644;7.130001;-3.171168;78.16;0
Testie1;0:14:865;Game;12.02663;-3.970003;22.44612;7.130001;-3.171168;78.16;0
Testie1;0:15:031;Game;12.63106;-3.970003;22.16703;7.130001;-3.171168;78.16;0
Testie1;0:15:197;Game;13.21266;-3.970003;21.84199;7.130001;-3.171168;78.16;0
Testie1;0:15:331;Game;13.56172;-3.970003;21.6469;7.173935;-3.171168;78.12979;0
Testie1;0:15:498;Game;13.56172;-3.970004;21.6469;7.393497;-3.171168;77.97855;0
Testie1;0:15:664;Game;13.67811;-3.970004;21.58186;7.795864;-3.171168;77.70088;0
Testie1;0:15:831;Game;14.26008;-3.970003;21.25661;8.351921;-3.171168;77.31593;0
Testie1;0:15:997;Game;14.49285;-3.970004;21.12652;8.923779;-3.124529;76.91988;0
Testie1;0:16:133;Game;14.60951;-3.970003;21.06211;9.377415;-3.104502;76.59733;0
Testie1;0:16:298;Game;15.19319;-3.970003;20.73991;9.938774;-3.168003;76.18021;0
Testie1;0:16:464;Game;15.19319;-3.970004;20.73991;10.50006;-3.171059;75.76314;0
Testie1;0:16:631;Game;15.68493;-3.970004;20.53497;11.06138;-3.14769;75.34603;0
Testie1;0:16:798;Game;15.81198;-3.970003;20.49442;11.62275;-3.124154;74.9289;0
Testie1;0:16:932;Game;16.32072;-3.970003;20.3345;12.07177;-3.105244;74.59525;0
Testie1;0:17:098;Game;16.70512;-3.970003;20.22355;12.6332;-3.419194;74.17809;0
Testie1;0:17:265;Game;16.70512;-3.970004;20.22355;13.19427;-3.571169;73.76117;0
Testie1;0:17:431;Game;16.70512;-3.970004;20.22355;13.75499;-3.571169;73.34452;0
Testie1;0:17:599;Game;16.70512;-3.970004;20.22355;14.3159;-3.571169;72.92773;0
Testie1;0:17:731;Game;17.22031;-3.970003;20.08623;14.76432;-3.571169;72.59452;0
Testie1;0:17:898;Game;17.47718;-3.970004;20.01451;15.32479;-3.571169;72.17805;0
Testie1;0:18:065;Game;17.47718;-3.970004;20.01451;15.88524;-3.571169;71.76161;0
Testie1;0:18:231;Game;17.47718;-3.970004;20.01451;16.44538;-3.571169;71.3454;0
Testie1;0:18:398;Game;17.47718;-3.970004;20.01451;17.00515;-3.508043;70.92945;0
Testie1;0:18:531;Game;17.99182;-3.970003;19.87469;18.20677;-3.276073;70.03658;0
Testie1;0:18:698;Game;18.12044;-3.970004;19.83974;20.37104;-3.191692;68.42839;0
Testie1;0:18:865;Game;18.12044;-3.970004;19.83974;21.98147;-3.096383;67.43085;0
Testie1;0:19:031;Game;18.37963;-3.970004;19.7768;23.41519;-2.997474;66.62885;0
Testie1;0:19:198;Game;18.89821;-3.896583;19.65277;24.84842;-2.898599;65.82713;0
Testie1;0:19:332;Game;18.89821;-3.896583;19.65277;25.99517;-2.819485;65.18564;0
Testie1;0:19:498;Game;18.89821;-3.896583;19.65277;27.42866;-2.720592;64.38377;0
Testie1;0:19:664;Game;18.89821;-3.896583;19.65277;28.86212;-2.6217;63.58191;0
Testie1;0:19:831;Game;18.89821;-3.896584;19.65277;30.29571;-2.522799;62.77998;0
Testie1;0:19:998;Game;18.89821;-3.896584;19.65277;31.7291;-2.423913;61.97816;0
Testie1;0:20:131;Game;19.16419;-3.844248;19.63557;32.87586;-2.3448;61.33668;0
Testie1;0:20:298;Game;19.82947;-3.713344;19.59255;34.30933;-2.437836;60.35059;0
Testie1;0:20:465;Game;20.49488;-3.582414;19.54999;34.49703;-2.437836;59.8248;0
Testie1;0:20:632;Game;21.1612;-3.449117;19.53138;34.8014;-2.437836;59.28175;0
Testie1;0:20:798;Game;21.82776;-3.287044;19.51835;35.20899;-2.437836;58.72532;0
Testie1;0:20:931;Game;22.36098;-3.3;19.50811;35.54591;-2.437836;58.27897;0
Testie1;0:21:098;Game;23.02757;-3.3;19.49532;35.96709;-2.437836;57.72099;0
Testie1;0:21:264;Game;23.69399;-3.3;19.48252;36.38816;-2.437836;57.16318;0
Testie1;0:21:431;Game;24.36061;-3.3;19.46972;36.80932;-2.437836;56.60523;0
Testie1;0:21:598;Game;25.02719;-3.3;19.45692;37.23045;-2.437836;56.04733;0
Testie1;0:21:732;Game;25.56042;-3.3;19.44669;37.56733;-2.437836;55.60106;0
Testie1;0:21:898;Game;26.22689;-3.3;19.43389;37.98834;-2.437836;55.0433;0
Testie1;0:22:065;Game;26.89352;-3.3;19.42109;38.40943;-2.437836;54.48544;0
Testie1;0:22:231;Game;27.56019;-3.3;19.40433;38.83058;-2.437836;53.9275;0
Testie1;0:22:398;Game;28.22625;-3.3;19.3834;39.25138;-2.437836;53.37004;0
Testie1;0:22:531;Game;28.75917;-3.3;19.36433;39.58809;-2.437836;52.92397;0
Testie1;0:22:697;Game;29.42435;-3.3;19.31992;40.009;-2.437836;52.36636;0
Testie1;0:22:865;Game;30.08901;-3.3;19.26877;40.42981;-2.437836;51.80887;0
Testie1;0:23:031;Game;30.7538;-3.3;19.21762;40.85064;-2.437836;51.25137;0
Testie1;0:23:198;Game;31.41845;-3.3;19.16648;41.27129;-2.437836;50.69409;0
Testie1;0:23:332;Game;31.95028;-3.3;19.12556;41.60781;-2.437836;50.24828;0
Testie1;0:23:499;Game;32.61494;-3.311407;19.07442;42.02826;-2.437836;49.69126;0
Testie1;0:23:664;Game;32.61494;-3.311408;19.07442;42.44856;-2.437836;49.13445;0
Testie1;0:23:830;Game;32.61494;-3.311408;19.07442;42.86864;-2.437836;48.57793;0
Testie1;0:23:997;Game;32.61494;-3.311408;19.07442;43.28856;-2.437836;48.02163;0
Testie1;0:24:131;Game;33.14663;-3.623813;19.03351;43.62411;-2.437836;47.57711;0
Testie1;0:24:298;Game;33.67845;-3.806509;18.99259;44.04313;-2.437836;47.02198;0
Testie1;0:24:465;Game;33.67845;-3.806509;18.99259;44.46133;-2.437836;46.46797;0
Testie1;0:24:631;Game;33.81138;-3.852174;18.98236;44.87837;-2.479374;45.91547;0
Testie1;0:24:798;Game;34.47602;-3.97;18.93122;45.29437;-2.55022;45.36436;0
Testie1;0:24:931;Game;35.00776;-3.97;18.8903;45.62647;-2.717474;44.92439;0
Testie1;0:25:098;Game;35.67251;-3.97;18.83916;46.04506;-2.919606;44.36985;0
Testie1;0:25:264;Game;36.07137;-3.97;18.80847;46.46585;-2.971169;43.81436;0
Testie1;0:25:431;Game;36.07137;-3.97;18.80847;46.88335;-2.971169;43.25663;0
Testie1;0:25:598;Game;36.07137;-3.97;18.80847;47.16732;-2.971169;42.65042;0
Testie1;0:25:731;Game;36.07137;-3.97;18.80847;47.24143;-2.971169;42.11876;0
Testie1;0:25:898;Game;36.07137;-3.97;18.80847;47.21632;-2.971169;41.4207;0
Testie1;0:26:065;Game;36.07137;-3.97;18.80847;47.18845;-2.971169;40.72206;0
Testie1;0:26:231;Game;36.07137;-3.97;18.80847;47.16057;-2.971169;40.02316;0
Testie1;0:26:397;Game;36.07137;-3.97;18.80847;47.1327;-2.971169;39.32449;0
Testie1;0:26:532;Game;36.07137;-3.97;18.80847;47.1104;-2.971169;38.76532;0
Testie1;0:26:697;Game;36.07137;-3.97;18.80847;47.08253;-2.971169;38.06672;0
Testie1;0:26:864;Game;36.07137;-3.97;18.80847;47.05466;-2.971169;37.36782;0
Testie1;0:27:032;Game;36.07137;-3.97;18.80847;47.02679;-2.971169;36.66917;0
Testie1;0:27:198;Game;36.07137;-3.97;18.80847;46.99892;-2.971169;35.97039;0
Testie1;0:27:332;Game;36.07137;-3.97;18.80847;46.97661;-2.971169;35.41122;0
Testie1;0:27:498;Game;36.07137;-3.97;18.80847;46.94874;-2.971169;34.71249;0
Testie1;0:27:665;Game;36.07137;-3.97;18.80847;46.92087;-2.971169;34.01375;0
Testie1;0:27:831;Game;36.07137;-3.97;18.80847;46.89538;-2.971169;33.31816;0
Testie1;0:27:997;Game;36.07137;-3.97;18.80847;46.86941;-2.971169;32.62263;0
Testie1;0:28:131;Game;36.07137;-3.97;18.80847;46.84817;-2.971169;32.06622;0
Testie1;0:28:298;Game;36.07137;-3.97;18.80847;46.82045;-2.971169;31.37013;0
Testie1;0:28:465;Game;36.07137;-3.97;18.80847;46.79087;-2.971169;30.66615;0
Testie1;0:28:632;Game;36.07137;-3.97;18.80847;46.79087;-2.971169;30.66615;0
Testie1;0:28:797;Game;36.07137;-3.97;18.80847;46.7905;-2.971169;30.65727;0
Testie1;0:28:932;Game;36.07137;-3.97;18.80847;46.78508;-2.971169;30.53291;0
Testie1;0:29:098;Game;36.07137;-3.97;18.80847;46.76877;-2.971169;30.17773;0
Testie1;0:29:264;Game;36.1723;-3.97;18.89559;46.69702;-2.971169;29.63652;0
Testie1;0:29:431;Game;36.69319;-3.97;19.31082;46.56294;-2.971169;29.06393;0
Testie1;0:29:598;Game;37.24678;-3.97;19.68034;46.4289;-2.971169;28.4915;0
Testie1;0:29:732;Game;37.71657;-3.97;19.93276;46.32164;-2.971169;28.03344;0
Testie1;0:29:899;Game;38.28595;-3.97;20.27923;46.18759;-2.971169;27.46098;0
Testie1;0:30:065;Game;38.85561;-3.97;20.62504;46.05352;-2.971169;26.88841;0
Testie1;0:30:231;Game;39.50058;-3.97;20.59595;45.91945;-2.971169;26.31586;0
Testie1;0:30:398;Game;39.98527;-3.97;20.15076;45.78393;-2.971169;25.74545;0
Testie1;0:30:532;Game;40.32275;-3.97;19.7377;45.67506;-2.971169;25.28959;0
Testie1;0:30:697;Game;40.75074;-3.97;19.22656;45.53898;-2.971169;24.71801;0
Testie1;0:30:864;Game;41.17902;-3.97;18.7158;45.4038;-2.971169;24.14631;0
Testie1;0:31:031;Game;41.60579;-3.97;18.20357;45.32409;-2.971169;23.80269;0
Testie1;0:31:198;Game;42.03622;-3.97;17.69458;45.24828;-2.971169;23.69312;0
Testie1;0:31:331;Game;42.38126;-3.97;17.28773;45.10683;-2.971168;23.46745;0
Testie1;0:31:498;Game;42.81245;-3.97;16.77929;44.85574;-2.971169;23.0003;0
Testie1;0:31:664;Game;43.24364;-3.97;16.27084;44.5721;-2.971169;22.31511;0
Testie1;0:31:831;Game;43.67618;-3.97;15.7637;44.359;-2.971169;21.4449;0
Testie1;0:31:997;Game;44.11188;-3.97;15.25894;44.24455;-2.971169;20.53565;0
Testie1;0:32:131;Game;44.46033;-3.97;14.85525;44.21074;-2.971169;19.8034;0
Testie1;0:32:298;Game;44.89806;-3.970003;14.35241;44.25178;-2.971169;18.88797;0
Testie1;0:32:465;Game;45.35295;-3.970003;13.86529;44.37329;-2.971169;17.97963;0
Testie1;0:32:631;Game;45.82585;-3.970003;13.39535;44.58086;-2.971169;17.08711;0
Testie1;0:32:797;Game;46.29885;-3.970003;12.92564;44.83517;-2.971169;16.20725;0
Testie1;0:32:931;Game;46.67724;-3.970003;12.54989;45.04378;-2.971169;15.50526;0
Testie1;0:33:098;Game;47.15033;-3.970003;12.0801;45.38604;-2.971169;14.6598;0
Testie1;0:33:265;Game;47.62333;-3.970003;11.61038;45.89135;-2.971169;13.89676;0
Testie1;0:33:431;Game;48.09637;-3.414451;11.14063;46.44333;-2.971169;13.16502;0
Testie1;0:33:598;Game;48.56898;-2.803335;10.67033;47.02209;-2.971169;12.45412;0
Testie1;0:33:732;Game;48.94298;-3.11459;10.29008;47.49972;-2.971169;11.8976;0
Testie1;0:33:899;Game;49.37643;-3.669968;9.783646;48.11074;-2.971169;11.21426;0
Testie1;0:34:065;Game;49.76579;-2.836667;9.243386;48.71329;-2.971169;10.53563;0
Testie1;0:34:231;Game;50.27955;-3.114233;8.464231;49.28205;-2.971169;9.856842;0
Testie1;0:34:398;Game;50.68444;-3.670558;7.852511;49.81221;-2.971169;9.131691;0
Testie1;0:34:531;Game;50.96096;-2.859015;7.704998;50.22083;-2.971169;8.544575;0
Testie1;0:34:698;Game;51.30749;-1.947819;7.30651;50.76302;-2.971169;7.900848;0
Testie1;0:34:865;Game;51.46676;-1.914404;7.254396;51.28587;-2.971169;7.908554;0
Testie1;0:35:031;Game;51.50158;-1.98104;7.248655;51.43827;-2.971169;7.913319;0
Testie1;0:35:198;Game;51.50177;-1.98104;7.24839;51.45609;-2.971169;7.913876;0
Testie1;0:35:331;Game;51.50177;-1.982331;7.24839;51.47387;-2.971169;7.914433;0
Testie1;0:35:498;Game;51.50177;-1.982331;7.24839;51.48095;-2.971169;7.91465;0
Testie1;0:35:664;Game;51.41478;-1.89402;7.24839;51.48095;-2.971169;7.91465;0
Testie1;0:35:831;Game;51.25106;-1.741105;7.24839;51.45429;-2.971169;7.913818;0
Testie1;0:35:998;Game;51.07962;-2.241034;7.24839;51.43644;-2.971169;7.913261;0
Testie1;0:36:131;Game;50.94315;-2.461217;7.248389;51.41854;-2.971169;7.912704;0
Testie1;0:36:297;Game;50.77874;-2.510913;7.248389;51.39164;-2.971169;7.911869;0
Testie1;0:36:465;Game;50.61769;-2.510913;7.248389;51.37355;-2.971169;7.911301;0
Testie1;0:36:631;Game;50.5536;-2.510913;7.248389;51.34664;-2.971169;7.910465;0
Testie1;0:36:797;Game;50.4271;-2.510913;7.248389;51.32861;-2.971169;7.909904;0
Testie1;0:36:931;Game;50.33371;-2.510912;7.248389;51.31065;-2.971169;7.909348;0
Testie1;0:37:098;Game;50.24032;-2.505594;7.248389;51.28369;-2.971169;7.908504;0
Testie1;0:37:264;Game;50.08741;-2.456181;7.248389;51.26561;-2.971169;7.907936;0
Testie1;0:37:431;Game;50.08741;-1.900553;7.248389;51.23857;-2.971169;7.907089;0
Testie1;0:37:598;Game;50.16167;-1.519136;7.260276;51.22037;-2.971169;7.906521;0
Testie1;0:37:731;Game;50.11498;-1.830181;7.260276;51.20222;-2.971169;7.905952;0
Testie1;0:37:897;Game;50.09944;-2.161068;7.260276;51.17509;-2.971169;7.905098;0
Testie1;0:38:065;Game;50.02466;-1.548992;7.260276;51.15677;-2.971169;7.904522;0
Testie1;0:38:231;Game;49.9659;-1.861272;7.260374;51.12967;-2.971169;7.903675;0
Testie1;0:38:398;Game;49.89157;-2.355994;7.260374;51.11158;-2.971169;7.903111;0
Testie1;0:38:531;Game;49.83213;-2.321857;7.260374;51.09361;-2.971169;7.90255;0
Testie1;0:38:698;Game;49.76823;-2.266354;7.261697;51.06672;-2.971169;7.901714;0
Testie1;0:38:864;Game;49.69704;-2.202447;7.260134;51.04883;-2.971169;7.901157;0
Testie1;0:39:032;Game;49.56672;-2.04803;7.244894;51.02209;-2.971169;7.900322;0
Testie1;0:39:198;Game;49.56672;-2.04803;7.244894;50.84428;-2.971169;7.894764;0
Testie1;0:39:332;Game;49.56672;-2.04803;7.244894;50.61317;-2.971169;7.887539;0
Testie1;0:39:498;Game;49.56672;-2.04803;7.244894;50.31996;-2.971169;7.878372;0
Testie1;0:39:664;Game;49.56672;-2.04803;7.244894;50.03555;-2.971169;7.869484;0
Testie1;0:39:831;Game;49.56672;-2.04803;7.244894;49.74232;-2.971169;7.860325;0
Testie1;0:39:998;Game;49.56672;-2.04803;7.244894;49.54767;-2.971169;7.854237;0
Testie1;0:40:131;Game;49.56672;-2.04803;7.244894;49.54767;-2.971169;7.854237;0
Testie1;0:40:297;Game;49.56672;-2.04803;7.244894;49.54767;-2.971169;7.854237;0
Testie1;0:40:464;Game;49.49581;-1.985008;7.357932;49.54767;-2.971169;7.854237;0
Testie1;0:40:632;Game;49.46341;-1.993263;7.411967;49.52989;-2.971169;7.853683;0
Testie1;0:40:798;Game;49.46341;-1.993263;7.411967;49.51212;-2.971169;7.853127;0
Testie1;0:40:932;Game;49.46341;-1.993263;7.411967;49.49431;-2.971169;7.85257;0
Testie1;0:41:098;Game;49.76825;-1.455016;7.552358;49.46765;-2.971169;7.851738;0
Testie1;0:41:265;Game;49.82559;-1.165932;7.707026;49.48542;-2.971169;7.852295;0
Testie1;0:41:431;Game;49.83428;-0.43106;7.768648;49.51207;-2.971169;7.85313;0
Testie1;0:41:598;Game;49.83428;-0.04232569;7.768648;49.52988;-2.971169;7.853687;0
Testie1;0:41:731;Game;49.83428;-0.5313945;7.768648;49.54773;-2.971169;7.854244;0
Testie1;0:41:898;Game;49.83428;-0.5087685;7.768648;49.57449;-2.971169;7.85508;0
Testie1;0:42:064;Game;49.83428;0.102139;7.768648;49.59228;-2.971169;7.855637;0
Testie1;0:42:231;Game;49.84103;-0.397779;8.435236;49.61707;-2.971169;7.861671;0
Testie1;0:42:397;Game;49.83754;-2.009015;9.101954;49.62562;-2.971169;7.877243;0
Testie1;0:42:531;Game;49.83614;-3.970003;9.635364;49.62938;-2.971169;7.894684;0
Testie1;0:42:698;Game;49.85057;-2.91467;10.30173;49.63693;-2.971169;7.95665;0
Testie1;0:42:864;Game;49.87546;-2.970124;10.96791;49.66482;-2.971169;8.222031;0
Testie1;0:43:031;Game;49.90291;-3.970003;11.63401;49.70879;-2.971169;8.709042;0
Testie1;0:43:197;Game;49.85187;-3.970003;12.29743;49.76247;-2.971169;9.418007;0
Testie1;0:43:331;Game;49.7721;-3.897279;12.82487;49.79383;-2.971169;10.13046;0
Testie1;0:43:498;Game;49.69832;-3.5906;13.48653;49.79121;-2.971169;11.04642;0
Testie1;0:43:664;Game;49.73274;-3.282109;14.15226;49.75908;-2.971169;11.9488;0
Testie1;0:43:831;Game;49.77577;-2.973775;14.81766;49.74687;-2.879233;12.80769;0
Testie1;0:43:997;Game;49.81879;-2.665494;15.48295;49.75675;-2.4757;13.62888;0
Testie1;0:44:131;Game;49.84344;-2.418676;16.01559;49.77638;-2.14275;14.2867;0
Testie1;0:44:298;Game;49.72039;-1.989007;16.66906;49.80238;-1.822829;14.94601;0
Testie1;0:44:464;Game;49.5512;-1.9;17.31396;49.80238;-1.822829;14.94601;0
Testie1;0:44:631;Game;49.42023;-1.9;17.96705;49.80238;-1.822829;14.94601;0
Testie1;0:44:797;Game;49.40699;-1.9;18.63275;49.80238;-1.822829;14.94601;0
Testie1;0:44:932;Game;49.42491;-1.9;19.16586;49.80026;-1.826651;14.93826;0
Testie1;0:45:097;Game;49.44817;-1.9;19.83203;49.80026;-1.826651;14.93826;0
Testie1;0:45:264;Game;49.47144;-1.9;20.49839;49.78699;-1.850799;14.88927;0
Testie1;0:45:431;Game;49.4947;-2.019451;21.16456;49.71878;-1.97563;14.63604;0
Testie1;0:45:598;Game;49.51797;-3.970003;21.83089;49.59307;-2.206268;14.16815;0
Testie1;0:45:732;Game;49.53658;-3.970003;22.36392;49.45091;-2.466913;13.63939;0
Testie1;0:45:898;Game;49.55799;-3.970003;23.03033;49.26402;-2.802866;12.95811;0
Testie1;0:46:065;Game;49.57428;-3.970003;23.69673;49.13604;-2.971169;12.49126;0
Testie1;0:46:231;Game;49.57776;-3.970003;24.36325;49.06681;-2.971169;12.23869;0
Testie1;0:46:398;Game;49.57776;-3.970003;25.02998;49.05346;-2.971169;12.18997;0
