Testie,Time,State,Player Position X,Player Position Y,Player Position Z,Monster Position X,Monster Position Y,Monster Position Z,CurrentDeath
Testie2,165,Game,12.95635,1.796458,7.733848,7.130001,-3.171168,78.16,0
Testie2,331,Game,12.3398,1.491578,7.987223,7.130001,-3.171168,78.16,0
Testie2,498,Game,11.71782,0.9409207,8.227474,7.130001,-3.171168,78.16,0
Testie2,632,Game,11.21162,0.1639585,8.39513,7.130001,-3.171168,78.16,0
Testie2,798,Game,11.08465,-0.944284,8.435651,7.130001,-3.171168,78.16,0
Testie2,964,Game,11.51969,-2.013105,8.127337,7.130001,-3.171168,78.16,0
Testie2,1131,Game,11.51969,-2.868844,8.127337,7.130001,-3.171168,78.16,0
Testie2,1298,Game,11.51969,-3.351388,8.127337,7.137432,-3.171168,78.15513,0
Testie2,1432,Game,11.51969,-3.546849,8.127337,7.159718,-3.171168,78.14051,0
Testie2,1598,Game,11.51969,-3.546849,8.127337,7.344872,-3.171168,78.01768,0
Testie2,1764,Game,11.51969,-3.546849,8.127337,7.71516,-3.171168,77.77209,0
Testie2,1931,Game,11.51969,-3.546849,8.127337,8.240795,-3.171168,77.41554,0
Testie2,2098,Game,11.51969,-3.546849,8.127337,8.781239,-3.136408,77.04343,0
Testie2,2231,Game,11.51969,-3.546849,8.127337,9.209187,-3.104502,76.72536,0
Testie2,2398,Game,11.25881,-3.560683,8.182791,9.744312,-3.143693,76.32759,0
Testie2,2564,Game,10.60683,-3.635977,8.321374,9.744312,-3.143693,76.32759,0
Testie2,2730,Game,9.953108,-3.869969,8.452002,9.744312,-3.143693,76.32759,0
Testie2,2898,Game,9.298002,-3.86998,8.576261,9.744312,-3.143693,76.32759,0
Testie2,3031,Game,8.773808,-3.869991,8.674362,9.765709,-3.146369,76.31168,0
Testie2,3198,Game,8.118576,-3.870004,8.796987,9.944031,-3.168659,76.17914,0
Testie2,3364,Game,7.463203,-3.870017,8.9194,10.30073,-3.171168,75.91399,0
Testie2,3531,Game,6.843034,-3.87003,9.128543,10.81439,-3.157973,75.53218,0
Testie2,3698,Game,6.35065,-3.970004,9.564832,11.34943,-3.135664,75.13448,0
Testie2,3831,Game,6.085302,-3.970004,9.581068,11.77745,-3.117638,74.81631,0
Testie2,3998,Game,6.085302,-3.970004,9.581068,12.31244,-3.104502,74.41866,0
Testie2,4164,Game,6.236325,-3.970003,9.800807,12.84747,-3.541025,74.02096,0
Testie2,4331,Game,6.214679,-3.970003,10.43509,13.38212,-3.571169,73.62354,0
Testie2,4498,Game,6.292824,-3.970003,11.04819,13.91669,-3.571169,73.22617,0
Testie2,4632,Game,6.594876,-3.970004,11.48768,14.34422,-3.571169,72.90839,0
Testie2,4798,Game,7.083638,-3.970004,11.86595,14.87861,-3.571169,72.51116,0
Testie2,4964,Game,7.739049,-3.970003,11.98742,15.41279,-3.571169,72.11408,0
Testie2,5131,Game,8.400247,-3.970003,12.07259,15.94695,-3.571169,71.71703,0
Testie2,5298,Game,9.062078,-3.970003,12.15245,16.4808,-3.571169,71.32021,0
Testie2,5431,Game,9.553892,-3.970004,12.33741,16.80093,-3.571169,71.08225,0
Testie2,5598,Game,9.929057,-3.970003,12.8843,16.82231,-3.571169,71.06636,0
Testie2,5764,Game,10.25328,-3.970003,13.46681,16.82231,-3.571169,71.06636,0
Testie2,5930,Game,10.57481,-3.970004,14.05071,16.82231,-3.571169,71.06636,0
Testie2,6097,Game,10.79136,-3.970003,14.64733,16.84369,-3.571169,71.05048,0
Testie2,6231,Game,10.63993,-3.970003,15.15857,16.9717,-3.527792,70.95532,0
Testie2,6397,Game,10.48177,-3.970004,15.80419,17.71039,-3.3194,70.40623,0
Testie2,6564,Game,10.80097,-3.970004,16.37397,19.80122,-3.222155,68.85209,0
Testie2,6731,Game,10.85241,-3.970004,17.00647,21.54744,-3.126327,67.67364,0
Testie2,6898,Game,10.98507,-3.970004,17.6186,22.91396,-3.032053,66.90923,0
Testie2,7031,Game,11.20988,-3.414456,18.10179,24.00742,-2.956616,66.29756,0
Testie2,7199,Game,11.26326,-2.803357,18.75037,25.37391,-2.862346,65.53317,0
Testie2,7364,Game,10.86694,-3.303306,19.28225,26.74039,-2.768075,64.76878,0
Testie2,7531,Game,10.5177,-3.970003,19.81573,28.10686,-2.673804,64.00439,0
Testie2,7698,Game,10.44366,-3.414519,20.47783,29.47339,-2.57953,63.23997,0
Testie2,7832,Game,10.37127,-2.836681,21.00626,30.56667,-2.504106,62.6284,0
Testie2,7998,Game,10.26172,-3.114363,21.66375,31.93307,-2.409841,61.86406,0
Testie2,8164,Game,10.11649,-3.970003,22.31356,33.29958,-2.315568,61.09966,0
Testie2,8331,Game,9.851964,-2.914265,22.92544,34.45234,-2.437836,60.26029,0
Testie2,8498,Game,9.546708,-2.969729,23.51737,34.58263,-2.437836,60.06684,0
Testie2,8631,Game,9.264648,-3.40167,23.97008,34.65612,-2.437836,59.9664,0
Testie2,8797,Game,8.860964,-2.634978,24.49998,34.86606,-2.437836,59.67945,0
Testie2,8965,Game,8.439695,-2.246256,25.0165,35.20712,-2.437836,59.21329,0
Testie2,9131,Game,8.01075,-2.968699,25.52698,35.60069,-2.437836,58.67537,0
Testie2,9298,Game,7.58009,-3.47,26.03588,35.99418,-2.437836,58.13755,0
Testie2,9431,Game,7.009109,-3.47,26.59452,36.00993,-2.437836,58.11603,0
Testie2,9597,Game,6.252,-3.47,27.24758,36.14111,-2.437836,57.93672,0
Testie2,9764,Game,5.495037,-3.47,27.90097,36.28285,-2.437836,57.74299,0
Testie2,9930,Game,4.548267,-3.47,27.9307,36.36156,-2.437836,57.63542,0
Testie2,10098,Game,3.657788,-3.47,28.19445,36.57148,-2.437836,57.3485,0
Testie2,10231,Game,3.030331,-3.47,28.57351,36.83395,-2.437836,56.98976,0
Testie2,10397,Game,2.417029,-3.47,28.8346,37.22739,-2.437836,56.45199,0
Testie2,10563,Game,1.798806,-2.536532,29.08412,37.62084,-2.437836,55.91423,0
Testie2,10730,Game,1.173449,-2.36999,29.31471,38.01417,-2.437836,55.37662,0
Testie2,10897,Game,0.5428592,-3.3147,29.53135,38.40762,-2.437836,54.83885,0
Testie2,11031,Game,0.03434519,-3.47,29.6912,38.72224,-2.437836,54.40883,0
Testie2,11198,Game,-0.6224027,-3.47,29.80582,39.11565,-2.437836,53.87112,0
Testie2,11364,Game,-1.26977,-3.47,29.82899,39.50896,-2.437836,53.33356,0
Testie2,11531,Game,-1.877338,-3.47,30.10332,39.90221,-2.437836,52.79607,0
Testie2,11698,Game,-2.487857,-3.47,30.37107,40.29543,-2.437836,52.25862,0
Testie2,11831,Game,-2.987124,-3.47,30.55699,40.60999,-2.437836,51.82866,0
Testie2,11998,Game,-3.59308,-3.47,30.39269,41.00313,-2.437836,51.29132,0
Testie2,12164,Game,-3.59308,-3.47,30.39269,41.39611,-2.437836,50.75419,0
Testie2,12331,Game,-3.59308,-3.47,30.39269,41.78909,-2.437836,50.21708,0
Testie2,12497,Game,-3.59308,-3.47,30.39269,42.18188,-2.437836,49.68022,0
Testie2,12631,Game,-3.59308,-3.47,30.39269,42.4961,-2.437836,49.25074,0
Testie2,12797,Game,-3.909161,-3.431172,30.6361,42.88858,-2.437836,48.7143,0
Testie2,12964,Game,-4.501161,-3.401536,30.78517,43.28087,-2.437836,48.17812,0
Testie2,13130,Game,-5.167567,-3.401531,30.80634,43.67289,-2.437836,47.64231,0
Testie2,13298,Game,-5.833915,-3.401531,30.82845,44.06442,-2.437836,47.10716,0
Testie2,13431,Game,-6.3669,-3.401531,30.84613,44.37712,-2.437836,46.67978,0
Testie2,13598,Game,-6.853688,-3.47,30.3906,44.76714,-2.460714,46.1467,0
Testie2,13764,Game,-7.442924,-3.47,29.84941,45.15626,-2.526587,45.61486,0
Testie2,13931,Game,-8.182564,-3.47,29.17639,45.5445,-2.660903,45.08421,0
Testie2,14098,Game,-8.905258,-3.47,28.48625,45.93462,-2.904828,44.55101,0
Testie2,14231,Game,-9.122541,-3.47,28.01314,46.25216,-2.953686,44.12833,0
Testie2,14398,Game,-9.448639,-3.47,27.43157,46.64414,-2.971169,43.59632,0
Testie2,14564,Game,-9.768377,-3.47,26.84658,46.97639,-2.971169,43.03558,0
Testie2,14731,Game,-9.956586,-3.47,26.49361,47.05403,-2.971169,42.79346,0
Testie2,14898,Game,-10.1485,-3.47,26.14258,47.05342,-2.971169,42.76681,0
Testie2,15031,Game,-10.54059,-3.47,25.78654,47.05322,-2.971169,42.75792,0
Testie2,15197,Game,-10.65023,-3.47,25.71062,47.05119,-2.971169,42.66904,0
Testie2,15364,Game,-10.65023,-3.47,25.71062,47.0441,-2.971169,42.35801,0
Testie2,15531,Game,-10.65023,-3.47,25.71062,47.03194,-2.971169,41.82481,0
Testie2,15698,Game,-10.65023,-3.47,25.71062,47.01674,-2.971169,41.15832,0
Testie2,15830,Game,-10.65023,-3.47,25.71062,47.00457,-2.971169,40.62522,0
Testie2,15997,Game,-10.65023,-3.47,25.71062,46.98936,-2.971169,39.95855,0
Testie2,16164,Game,-10.65023,-3.47,25.71062,46.97417,-2.971169,39.29223,0
Testie2,16331,Game,-10.65023,-3.47,25.71062,46.95896,-2.971169,38.62567,0
Testie2,16498,Game,-10.65023,-3.47,25.71062,46.94376,-2.971169,37.95927,0
Testie2,16632,Game,-10.65023,-3.47,25.71062,46.93159,-2.971169,37.42594,0
Testie2,16797,Game,-10.65023,-3.47,25.71062,46.91639,-2.971169,36.75948,0
Testie2,16964,Game,-10.65023,-3.47,25.71062,46.9012,-2.971169,36.09311,0
Testie2,17130,Game,-10.65023,-3.47,25.71062,46.88599,-2.971169,35.4265,0
Testie2,17297,Game,-10.65023,-3.47,25.71062,46.87079,-2.971169,34.75998,0
Testie2,17431,Game,-10.65023,-3.47,25.71062,46.85863,-2.971169,34.22693,0
Testie2,17597,Game,-10.65023,-3.47,25.71062,46.8502,-2.971169,33.56423,0
Testie2,17764,Game,-10.65023,-3.47,25.71062,46.84996,-2.971169,32.90717,0
Testie2,17931,Game,-10.65023,-3.47,25.71062,46.84241,-2.971169,32.24835,0
Testie2,18098,Game,-10.65023,-3.47,25.71062,46.83398,-2.971169,31.59142,0
Testie2,18231,Game,-10.65023,-3.47,25.71062,46.81882,-2.971169,31.0642,0
Testie2,18397,Game,-10.53735,-3.47,25.94883,46.7901,-2.971169,30.40401,0
Testie2,18564,Game,-9.937678,-3.47,26.15577,46.76254,-2.971169,30.00907,0
Testie2,18731,Game,-9.750619,-3.47,26.76212,46.73717,-2.971169,29.98417,0
Testie2,18897,Game,-9.649533,-3.47,27.42117,46.61029,-2.971169,29.8596,0
Testie2,19032,Game,-9.551932,-3.47,27.94524,46.39465,-2.971169,29.64792,0
Testie2,19198,Game,-9.40761,-3.47,28.59623,45.98225,-2.971169,29.24308,0
Testie2,19364,Game,-9.261054,-3.47,29.24655,45.50653,-2.971169,28.77608,0
Testie2,19531,Game,-9.11222,-3.47,29.89639,45.03821,-2.971169,28.30715,0
Testie2,19697,Game,-9.082454,-3.47,30.02635,44.57587,-2.971169,27.83771,0
Testie2,19831,Game,-9.082454,-3.47,30.02635,44.20397,-2.971169,27.4638,0
Testie2,19998,Game,-9.082454,-3.47,30.02635,43.73663,-2.971169,26.9993,0
Testie2,20164,Game,-9.082454,-3.47,30.02635,43.26809,-2.971169,26.53878,0
Testie2,20331,Game,-8.990117,-3.47,30.55137,42.78122,-2.971169,26.09199,0
Testie2,20497,Game,-8.976413,-3.41508,30.68398,42.23977,-2.971169,25.70465,0
Testie2,20631,Game,-8.976413,-3.41508,30.68398,41.80162,-2.971169,25.40159,0
Testie2,20797,Game,-8.976413,-3.41508,30.68398,41.25389,-2.971169,25.02274,0
Testie2,20964,Game,-8.971069,-3.47,30.41784,40.70646,-2.971169,24.64409,0
Testie2,21131,Game,-8.971069,-2.703542,30.41784,40.15898,-2.971169,24.26542,0
Testie2,21297,Game,-8.87644,-2.314748,30.1694,39.61168,-2.971169,23.88686,0
Testie2,21431,Game,-8.638743,-2.803587,29.73571,39.17402,-2.971169,23.58415,0
Testie2,21597,Game,-8.426871,-3.47,29.12034,38.62696,-2.971169,23.20576,0
Testie2,21764,Game,-8.398717,-3.47,28.52797,38.08031,-2.971169,22.82765,0
Testie2,21931,Game,-8.67738,-3.47,27.93107,37.53401,-2.971169,22.4498,0
Testie2,22097,Game,-8.86787,-3.47,27.29209,36.98806,-2.966648,22.07217,0
Testie2,22232,Game,-9.096402,-3.47,26.52549,36.55182,-2.957247,21.77044,0
Testie2,22437,Game,-9.376759,-3.47,25.56551,36.00713,-2.945509,21.39368,0
Testie2,22563,Game,-9.655731,-3.47,24.60528,35.40082,-2.932014,20.96058,0
Testie2,22730,Game,-9.934719,-3.47,23.64501,34.73782,-2.916941,20.486,0
Testie2,22898,Game,-10.17653,-3.47,22.8127,34.07349,-2.836852,20.02184,0
Testie2,23031,Game,-10.52513,-3.47,22.44919,33.54133,-2.637129,19.65785,0
Testie2,23198,Game,-10.89434,-3.47,21.96012,32.8763,-2.477602,19.20663,0
Testie2,23364,Game,-11.12813,-3.47,21.76009,32.16647,-2.269945,18.86847,0
Testie2,23531,Game,-11.77669,-3.47,21.60606,31.39195,-2.260191,18.74261,0
Testie2,23697,Game,-12.2282,-3.47,22.0518,30.5764,-2.286751,18.82561,0
Testie2,23831,Game,-12.27115,-3.47,22.58276,29.9276,-2.304502,18.93555,0
Testie2,23997,Game,-12.2551,-3.47,23.24888,29.16482,-2.304502,19.07566,0
Testie2,24164,Game,-12.16577,-3.47,23.90956,28.35752,-2.304502,19.18285,0
Testie2,24331,Game,-12.05538,-3.47,24.56645,27.52445,-2.304502,19.19537,0
Testie2,24498,Game,-12.0573,-3.47,25.15823,26.69105,-2.304502,19.20775,0
Testie2,24632,Game,-12.453,-3.47,25.51576,26.03076,-2.304502,19.21756,0
Testie2,24797,Game,-12.453,-3.47,25.51576,25.20727,-2.304502,19.21391,0
Testie2,24964,Game,-12.453,-3.47,25.51576,24.38601,-2.304502,19.20988,0
Testie2,25130,Game,-12.46112,-3.47,25.90638,23.5647,-2.304502,19.21199,0
Testie2,25298,Game,-12.57552,-3.47,26.30729,22.74358,-2.304502,19.22285,0
Testie2,25431,Game,-12.37578,-3.47,26.80168,22.08703,-2.304502,19.24197,0
Testie2,25597,Game,-12.3258,-3.47,26.92538,21.26313,-2.369359,19.31779,0
Testie2,25764,Game,-12.3258,-3.47,26.92538,20.45039,-2.703588,19.50094,0
Testie2,25931,Game,-12.3258,-3.47,26.92538,19.63769,-2.757749,19.68503,0
Testie2,26097,Game,-12.22216,-3.47,27.31131,18.82499,-2.799874,19.86983,0
Testie2,26231,Game,-12.10491,-3.47,27.83158,18.17678,-2.93279,20.02522,0
Testie2,26398,Game,-12.10491,-3.47,27.83158,17.37157,-2.947912,20.23937,0
Testie2,26564,Game,-12.10491,-3.47,27.83158,16.56594,-2.971169,20.45183,0
Testie2,26731,Game,-12.10491,-3.47,27.83158,15.7604,-2.964396,20.66426,0
Testie2,26897,Game,-12.10491,-3.47,27.83158,14.95474,-2.965199,20.87672,0
Testie2,27031,Game,-12.10491,-3.47,27.83158,14.31025,-2.965842,21.04668,0
Testie2,27198,Game,-12.10491,-3.47,27.83158,13.50466,-2.966646,21.25912,0
Testie2,27364,Game,-12.10491,-3.47,27.83158,12.69901,-2.967449,21.47158,0
Testie2,27531,Game,-12.10491,-3.47,27.83158,11.89353,-2.968253,21.684,0
Testie2,27697,Game,-12.10491,-3.47,27.83158,11.08799,-2.969057,21.89643,0
Testie2,27831,Game,-12.10491,-3.47,27.83158,10.44354,-2.970624,22.06638,0
Testie2,27998,Game,-12.10491,-3.47,27.83158,9.638088,-2.776514,22.27879,0
Testie2,28164,Game,-12.10491,-3.47,27.83158,8.83239,-2.316603,22.49126,0
Testie2,28331,Game,-12.10491,-3.47,27.83158,8.026611,-2.354931,22.70375,0
Testie2,28497,Game,-12.10491,-3.47,27.83158,7.220905,-2.389924,22.91623,0
Testie2,28632,Game,-12.16311,-3.47,27.57121,6.576138,-2.427554,23.08625,0
Testie2,28797,Game,-12.31103,-3.47,26.92117,5.764656,-2.433617,23.27558,0
Testie2,28964,Game,-12.45442,-3.47,26.27011,4.947094,-2.43256,23.43659,0
Testie2,29131,Game,-12.59619,-3.47,25.6188,4.124149,-2.431757,23.5666,0
Testie2,29297,Game,-12.53509,-3.47,25.00342,3.296398,-2.431233,23.66273,0
Testie2,29431,Game,-12.50592,-3.47,24.41943,2.632,-2.430986,23.71864,0
Testie2,29599,Game,-12.67956,-3.47,23.43467,1.799397,-2.431006,23.74814,0
Testie2,29764,Game,-12.84601,-3.47,22.44852,0.9665565,-2.431473,23.72298,0
Testie2,29931,Game,-12.96812,-3.47,21.4568,0.1363144,-2.432295,23.65405,0
Testie2,30098,Game,-13.04486,-3.47,20.45958,-0.6940689,-2.430005,23.58233,0
Testie2,30231,Game,-13.1003,-3.47,19.66169,-1.358109,-2.427455,23.52497,0
Testie2,30398,Game,-12.54274,-3.47,18.89606,-2.188404,-2.41688,23.45325,0
Testie2,30563,Game,-11.83435,-3.47,18.19014,-3.012348,-2.405998,23.39426,0
Testie2,30730,Game,-11.126,-3.47,17.48425,-3.832848,-2.378264,23.3319,0
Testie2,30897,Game,-10.37561,-3.47,16.82639,-4.643402,-2.351213,23.27685,0
Testie2,31031,Game,-9.718706,-3.47,16.36983,-5.296925,-2.328644,23.22173,0
Testie2,31198,Game,-8.856808,-3.47,15.86818,-6.113041,-2.319374,23.14048,0
Testie2,31364,Game,-7.898906,-3.47,15.58553,-6.926777,-2.326621,23.05373,0
Testie2,31531,Game,-6.916073,-3.47,15.40124,-7.696167,-2.437836,22.93877,0
Testie2,31697,Game,-5.92984,-3.47,15.23585,-8.314537,-2.437836,22.69112,0
Testie2,31831,Game,-5.133619,-3.47,15.16549,-8.678959,-2.437836,22.40021,0
Testie2,31997,Game,-4.134193,-3.47,15.13199,-8.964542,-2.437836,21.93124,0
Testie2,32164,Game,-3.134747,-3.47,15.09883,-9.054256,-2.437836,21.3575,0
Testie2,32330,Game,-2.135309,-3.47,15.06568,-8.940838,-2.437836,20.69394,0
Testie2,32498,Game,-1.135902,-3.47,15.03078,-8.629723,-2.437836,19.96873,0
Testie2,32631,Game,-0.3363715,-3.47,15.00285,-8.347717,-2.437836,19.37617,0
Testie2,32797,Game,0.6631813,-3.47,14.97389,-8.002697,-2.437836,18.64047,0
Testie2,32964,Game,1.663059,-3.47,14.97249,-7.646294,-2.437836,17.9046,0
Testie2,33130,Game,2.663101,-3.47,14.97563,-7.296074,-2.437836,17.17698,0
Testie2,33297,Game,3.663161,-3.47,14.97947,-6.93642,-2.437836,16.47805,0
Testie2,33431,Game,4.462602,-3.47,15.00145,-6.706871,-2.437836,16.04865,0
Testie2,33597,Game,5.460705,-3.47,15.06494,-6.317501,-2.437836,15.62834,0
Testie2,33764,Game,6.456893,-3.47,15.15174,-5.753716,-2.437836,15.33945,0
Testie2,33931,Game,7.445962,-3.47,15.29391,-5.03447,-2.437836,15.2092,0
Testie2,34097,Game,8.41188,-3.47,15.55091,-4.206509,-2.437836,15.21103,0
Testie2,34231,Game,9.170943,-3.4043,15.80378,-3.540005,-2.437836,15.22787,0
Testie2,34397,Game,10.1167,-3.970004,16.12869,-2.707249,-2.437836,15.25921,0
Testie2,34564,Game,11.06225,-3.970004,16.45427,-1.874485,-2.437836,15.29057,0
Testie2,34731,Game,12.00772,-3.970004,16.77982,-1.041782,-2.437836,15.32192,0
Testie2,34897,Game,12.95323,-3.970003,17.10538,-0.2090492,-2.437836,15.35327,0
Testie2,35031,Game,13.70956,-3.970003,17.3658,0.457077,-2.437836,15.37836,0
Testie2,35198,Game,14.65583,-3.970003,17.68978,1.264702,-2.437836,15.38334,0
Testie2,35364,Game,15.60456,-3.970003,18.00575,2.072086,-2.437836,15.39384,0
Testie2,35531,Game,16.55559,-3.970003,18.31475,2.879353,-2.437836,15.41166,0
Testie2,35698,Game,17.51233,-3.970003,18.60542,3.691242,-2.437836,15.44532,0
Testie2,35831,Game,18.28892,-3.970004,18.79725,4.341305,-2.437836,15.48149,0
Testie2,35997,Game,19.27711,-3.82203,18.94528,5.149292,-2.437836,15.55484,0
Testie2,36164,Game,20.27113,-3.62644,19.05502,5.972149,-2.435001,15.68618,0
Testie2,36331,Game,21.2668,-3.423487,19.14702,6.794937,-2.394463,15.81759,0
Testie2,36497,Game,22.26615,-3.3,19.18052,7.604664,-2.354279,15.93115,0
Testie2,36631,Game,23.06581,-3.3,19.19902,8.248867,-2.322365,16.02458,0
Testie2,36798,Game,24.06575,-3.3,19.20879,9.05302,-2.351522,16.16623,0
Testie2,36964,Game,25.06581,-3.3,19.20879,9.858112,-2.950169,16.34389,0
Testie2,37131,Game,26.06556,-3.3,19.19413,10.66723,-2.942111,16.53789,0
Testie2,37297,Game,27.065,-3.3,19.16097,11.47624,-2.935627,16.73186,0
Testie2,37431,Game,27.86468,-3.3,19.13445,12.12342,-2.930439,16.88704,0
Testie2,37597,Game,28.86427,-3.3,19.10128,12.93216,-2.927286,17.08094,0
Testie2,37764,Game,29.86367,-3.3,19.06813,13.74042,-2.930233,17.27474,0
Testie2,37931,Game,30.86302,-3.3,19.03497,14.54815,-2.933178,17.4684,0
Testie2,38097,Game,31.8619,-3.3,18.98681,15.35541,-2.77098,17.66195,0
Testie2,38231,Game,32.65606,-3.323817,18.89773,16.00095,-2.971169,17.81673,0
Testie2,38398,Game,33.64252,-3.794166,18.73265,16.80565,-2.969578,18.00967,0
Testie2,38564,Game,34.47422,-3.97,18.689,17.60955,-2.938801,18.19331,0
Testie2,38731,Game,34.97588,-3.97,19.04907,18.43588,-2.930357,18.22498,0
Testie2,38898,Game,35.56649,-3.97,19.24701,19.26798,-2.912499,18.21316,0
Testie2,39031,Game,35.96429,-3.97,19.6014,19.93349,-2.882699,18.2037,0
Testie2,39198,Game,36.53722,-3.97,19.85319,20.76468,-2.848773,18.19189,0
Testie2,39364,Game,37.17461,-3.97,19.65759,21.59572,-3.160954,18.18008,0
Testie2,39531,Game,37.74363,-3.97,19.37627,22.42819,-3.371169,18.16826,0
Testie2,39698,Game,38.10658,-3.97,18.86273,23.26152,-3.380106,18.15642,0
Testie2,39831,Game,38.13682,-3.97,18.19666,23.91651,-3.387237,18.14179,0
Testie2,39998,Game,38.34707,-3.97,17.22597,24.7284,-3.395376,18.11038,0
Testie2,40164,Game,38.85183,-3.97,16.38084,25.5405,-3.403796,18.08427,0
Testie2,40331,Game,39.64482,-3.97,15.77192,26.35108,-3.412893,18.07134,0
Testie2,40497,Game,40.46085,-3.97,15.19414,27.168,-3.422966,18.0755,0
Testie2,40632,Game,41.11393,-3.97,14.73173,27.80716,-3.43076,18.07713,0
Testie2,40797,Game,41.97563,-3.97,14.231,28.52571,-3.259958,18.07557,0
Testie2,40964,Game,42.88916,-3.97,13.82427,29.14892,-2.971169,18.09042,0
Testie2,41130,Game,43.58059,-3.97,13.20685,29.95162,-2.971169,18.12235,0
Testie2,41298,Game,44.09969,-3.97,12.36903,30.78428,-2.971169,18.15702,0
Testie2,41432,Game,44.70392,-3.970003,11.84471,31.44513,-2.971169,18.19229,0
Testie2,41597,Game,45.47573,-3.970003,11.20893,32.27042,-2.964886,18.22275,0
Testie2,41764,Game,46.31226,-3.970003,10.66362,33.09798,-2.940145,18.19748,0
Testie2,41930,Game,47.27634,-3.970003,10.45037,33.88123,-2.920609,17.99254,0
Testie2,42098,Game,48.27636,-3.970003,10.45281,34.61546,-2.916491,17.60949,0
Testie2,42231,Game,49.07611,-3.970003,10.46817,35.20594,-2.92452,17.30022,0
Testie2,42398,Game,50.07471,-3.970003,10.50722,35.95523,-2.934498,16.93555,0
Testie2,42564,Game,50.4067,-3.970003,11.34664,36.71622,-2.943971,16.59622,0
Testie2,42731,Game,50.47364,-3.970003,12.3439,37.49547,-2.9532,16.30135,0
Testie2,42898,Game,50.49214,-3.656792,13.34368,38.27871,-2.962386,16.01664,0
Testie2,43031,Game,50.47818,-3.286101,14.14365,38.90533,-2.969736,15.78886,0
Testie2,43197,Game,50.46073,-2.822793,15.14349,39.68853,-2.971169,15.50417,0
Testie2,43364,Game,50.43316,-2.359673,16.14292,40.47159,-2.971169,15.21952,0
Testie2,43531,Game,50.38223,-1.9,17.14162,41.25479,-2.971169,14.93483,0
Testie2,43697,Game,50.0521,-1.9,18.00801,42.03807,-2.971169,14.65011,0
Testie2,43830,Game,49.7324,-1.9,18.67429,42.66455,-2.971169,14.42238,0
Testie2,43998,Game,49.68425,-1.9,19.67323,43.44786,-2.971169,14.13765,0
Testie2,44164,Game,49.65598,-1.9,20.67279,44.23102,-2.971169,13.85297,0
Testie2,44331,Game,49.67722,-3.004068,21.67108,45.01423,-2.971169,13.56827,0
Testie2,44497,Game,49.90345,-3.970003,22.64469,45.78031,-2.971169,13.30402,0
Testie2,44632,Game,50.26046,-3.970003,23.34598,46.29765,-2.971169,13.19293,0
Testie2,44798,Game,50.88432,-3.970003,24.06971,46.7902,-2.971169,13.18116,0
Testie2,44965,Game,51.44115,-3.970003,24.84087,47.09801,-2.971169,13.29255,0
Testie2,45131,Game,52.41512,-3.970003,25.0409,47.21111,-2.971169,13.51077,0
Testie2,45297,Game,53.41285,-3.970003,24.97322,47.12128,-2.971169,13.81911,0
Testie2,45431,Game,54.2109,-3.970003,24.91742,46.89788,-2.971169,14.11666,0
Testie2,45597,Game,55.03472,-3.970003,25.46363,46.42355,-2.971169,14.53069,0
Testie2,45764,Game,55.82079,-3.970003,25.1882,45.7514,-2.971169,14.95775,0
Testie2,45931,Game,56.4131,-3.970003,24.95016,45.05217,-2.971169,15.39753,0
Testie2,46097,Game,57.03683,-3.97,25.10232,44.46012,-2.971169,15.91224,0
Testie2,46231,Game,57.5411,-3.97,25.2762,44.13047,-2.971169,16.39375,0
Testie2,46397,Game,58.16519,-3.97,25.39132,43.90292,-2.971169,17.07273,0
Testie2,46564,Game,58.76051,-3.97,25.37263,43.88516,-2.971169,17.82459,0
Testie2,46731,Game,59.31227,-3.97,25.74677,44.0579,-2.971169,18.62748,0
Testie2,46897,Game,59.84001,-3.97,26.05124,44.23425,-2.971169,19.44095,0
Testie2,47031,Game,60.28381,-3.97,26.10001,44.32852,-2.971169,20.10082,0
Testie2,47197,Game,60.7814,-3.97,26.17525,44.52208,-2.971169,20.90931,0
Testie2,47364,Game,60.7814,-3.97,26.17525,44.76546,-2.971169,21.70615,0
Testie2,47530,Game,60.97705,-3.97,26.35643,44.99949,-2.971169,22.50099,0
Testie2,47697,Game,61.35393,-3.97,26.34206,45.28428,-2.971169,23.2602,0
Testie2,47831,Game,61.65063,-3.97,25.92191,45.61921,-2.971169,23.7588,0
Testie2,47997,Game,61.28476,-3.97,25.06324,46.16299,-2.971169,24.22607,0
Testie2,48164,Game,60.97653,-3.970003,24.11349,46.83379,-2.971169,24.51113,0
Testie2,48331,Game,60.76077,-3.970003,23.13704,47.60863,-2.971169,24.60032,0
Testie2,48497,Game,60.55285,-3.970003,22.15886,48.4329,-2.971169,24.50843,0
Testie2,48631,Game,60.34208,-3.970003,21.38843,49.08699,-2.971169,24.38135,0
Testie2,48797,Game,59.92484,-3.970003,20.47962,49.89821,-2.971169,24.18996,0
Testie2,48964,Game,59.49341,-3.970003,19.57755,50.70923,-2.971169,23.99851,0
Testie2,49131,Game,59.02148,-3.970003,18.69593,51.51588,-2.971169,23.82081,0
Testie2,49297,Game,58.52008,-3.970003,17.83097,52.32026,-2.971169,23.6445,0
Testie2,49431,Game,58.08805,-3.970003,17.15803,52.96362,-2.971169,23.49957,0
Testie2,49597,Game,57.787,-3.970003,16.28105,53.76638,-2.971169,23.31541,0
